"RDA1","RDA2"
-0.0899640585071764,0.159599660301404
-0.11110934023469,0.0990551831225236
-0.154038933349858,-0.0176837079524658
-0.156582735274792,-0.0119828536658769
-0.0902435869083175,0.143790708234303
-0.0581068488846576,0.1629833944673
-0.101778043925321,0.115880091091465
-0.0346909321647429,-0.131234973190831
-0.0588614343410427,-0.252015017946112
-0.0479369888353992,-0.259041794803435
-0.05382066554674,-0.299154545424392
-0.124962007878519,-0.132553466893097
-0.164144334899794,0.0151925309288045
-0.167584104818513,0.0629375025786506
-0.141885501883764,0.0985148592324954
-0.0534611187506202,0.338411411459405
-0.148325574580095,0.184557462027846
-0.163251952834939,0.0736010077385182
-0.123235774203243,0.0296512967326056
-0.0937192852679097,0.0326035018442975
-0.0354162850342954,-0.0271669173625677
-0.130049602586472,0.0885910863352223
-0.0832225326406286,-0.205325345664747
-0.0944498261997894,-0.154315206021495
-0.0516075237371377,-0.100449061027227
-0.152865497554885,-0.102336122442585
-0.140862852564018,-0.158127222593765
-0.116752771401897,0.00135933472063146
-0.156378832892287,-0.0745659176725636
-0.137214891430321,-0.141656381710383
-0.0477394892079151,0.126263617281173
-0.0807087937915152,0.0293260650416851
-0.157073956622818,-0.0363459290233346
-0.155069873828585,0.0752778062332035
-0.12907068297297,-0.0545216803073751
-0.0318754355318092,0.136251213862112
-0.0400996515186147,-0.0691219735625938
-0.0506224243199166,-0.20328846008819
-0.041356897586526,0.0646498829648799
-0.0469004573068372,-0.309962043694167
-0.0775521336576706,-0.290251687496415
-0.0361425018425526,-0.318791850820716
-0.0675701625103781,0.113045903652544
-0.139292937202647,0.0806743825192793
-0.13395750614879,0.192172038814211
-0.134339699069817,0.279252353058423
-0.146812499426457,-0.00847193405708864
-0.14816651526776,-0.112388063379914
-0.141203091389545,0.201402746548862
-0.132862719016473,0.00523921255351342
-0.156203566858413,-0.0220901918713173
-0.170975768613467,0.0189196843958662
-0.159384514560231,-0.046495412395229
-0.102453452120144,0.112709823550617
